//#1 
00001001 //MEM(00) = 09H 
01000010 //MEM(01) = 42H 
00001100 //MEM(02) = 0CH 
01101000 //MEM(03) = 68H 
01101000 //MEM(04) = 68H 
01011100 //MEM(05) = 5CH 
00010011 //MEM(06) = 13H 
01010100 //MEM(07) = 54H 
01000010 //MEM(08) = 42H 
01111100 //MEM(09) = 7CH 
01010011 //MEM(0A) = 53H 
01100110 //MEM(0B) = 66H 
00111010 //MEM(0C) = 3AH 
00110111 //MEM(0D) = 37H 
01101001 //MEM(0E) = 69H 
00001010 //MEM(0F) = 0AH 
00010001 //MEM(10) = 11H 
00010110 //MEM(11) = 16H 
00110010 //MEM(12) = 32H 
01101010 //MEM(13) = 6AH 
01100110 //MEM(14) = 66H 
00000111 //MEM(15) = 07H 
00110011 //MEM(16) = 33H 
01000011 //MEM(17) = 43H 
00110101 //MEM(18) = 35H 
01010100 //MEM(19) = 54H 
01010000 //MEM(1A) = 50H 
00100101 //MEM(1B) = 25H 
00110111 //MEM(1C) = 37H 
00000001 //MEM(1D) = 01H 
01111101 //MEM(1E) = 7DH 
00010101 //MEM(1F) = 15H 
00001101 //MEM(20) = 0DH 
00101111 //MEM(21) = 2FH 
00011001 //MEM(22) = 19H 
00111110 //MEM(23) = 3EH 
00101011 //MEM(24) = 2BH 
01111001 //MEM(25) = 79H 
01110101 //MEM(26) = 75H 
00000110 //MEM(27) = 06H 
01011110 //MEM(28) = 5EH 
00100010 //MEM(29) = 22H 
00110110 //MEM(2A) = 36H 
01000110 //MEM(2B) = 46H 
01111000 //MEM(2C) = 78H 
00110101 //MEM(2D) = 35H 
01111101 //MEM(2E) = 7DH 
00100110 //MEM(2F) = 26H 
01011001 //MEM(30) = 59H 
01010101 //MEM(31) = 55H 
01000101 //MEM(32) = 45H 
01011001 //MEM(33) = 59H 
01010101 //MEM(34) = 55H 
00010110 //MEM(35) = 16H 
00010000 //MEM(36) = 10H 
01111111 //MEM(37) = 7FH 
00010101 //MEM(38) = 15H 
00000100 //MEM(39) = 04H 
01000111 //MEM(3A) = 47H 
01110000 //MEM(3B) = 70H 
01010101 //MEM(3C) = 55H 
00011000 //MEM(3D) = 18H 
00101111 //MEM(3E) = 2FH 
00111010 //MEM(3F) = 3AH 
01111101 //MEM(40) = 7DH 
00010100 //MEM(41) = 14H 
01101101 //MEM(42) = 6DH 
01010010 //MEM(43) = 52H 
00110000 //MEM(44) = 30H 
00011000 //MEM(45) = 18H 
00110110 //MEM(46) = 36H 
00111101 //MEM(47) = 3DH 
00001111 //MEM(48) = 0FH 
01001011 //MEM(49) = 4BH 
00011100 //MEM(4A) = 1CH 
00110001 //MEM(4B) = 31H 
01001010 //MEM(4C) = 4AH 
00100000 //MEM(4D) = 20H 
00100101 //MEM(4E) = 25H 
01001110 //MEM(4F) = 4EH 
00100001 //MEM(50) = 21H 
01101001 //MEM(51) = 69H 
01111101 //MEM(52) = 7DH 
01011101 //MEM(53) = 5DH 
00101100 //MEM(54) = 2CH 
01001010 //MEM(55) = 4AH 
00001101 //MEM(56) = 0DH 
01110100 //MEM(57) = 74H 
01110000 //MEM(58) = 70H 
01101000 //MEM(59) = 68H 
00100001 //MEM(5A) = 21H 
01001100 //MEM(5B) = 4CH 
00000010 //MEM(5C) = 02H 
00110110 //MEM(5D) = 36H 
00101000 //MEM(5E) = 28H 
00010100 //MEM(5F) = 14H 
00010110 //MEM(60) = 16H 
00110110 //MEM(61) = 36H 
00001100 //MEM(62) = 0CH 
01001100 //MEM(63) = 4CH 
00111100 //MEM(64) = 3CH 
01011001 //MEM(65) = 59H 
01011001 //MEM(66) = 59H 
01010001 //MEM(67) = 51H 
00000100 //MEM(68) = 04H 
00001000 //MEM(69) = 08H 
00101000 //MEM(6A) = 28H 
01000011 //MEM(6B) = 43H 
01010011 //MEM(6C) = 53H 
00110100 //MEM(6D) = 34H 
00000000 //MEM(6E) = 00H 
00000000 //MEM(6F) = 00H 
00000000 //MEM(70) = 00H 
00000000 //MEM(71) = 00H 
00000000 //MEM(72) = 00H 
00000000 //MEM(73) = 00H 
00000000 //MEM(74) = 00H 
00000000 //MEM(75) = 00H 
00000000 //MEM(76) = 00H 
00000000 //MEM(77) = 00H 
00000000 //MEM(78) = 00H 
00000000 //MEM(79) = 00H 
00000000 //MEM(7A) = 00H 
00000000 //MEM(7B) = 00H 
00000000 //MEM(7C) = 00H 
00000000 //MEM(7D) = 00H 
00000000 //MEM(7E) = 00H 
00000000 //MEM(7F) = 00H 
//#2 
00001001 //MEM(00) = 09H 
01000010 //MEM(01) = 42H 
00001100 //MEM(02) = 0CH 
01101000 //MEM(03) = 68H 
01101000 //MEM(04) = 68H 
01011100 //MEM(05) = 5CH 
00010011 //MEM(06) = 13H 
01010100 //MEM(07) = 54H 
01000010 //MEM(08) = 42H 
01111100 //MEM(09) = 7CH 
00001001 //MEM(0A) = 09H 
01000010 //MEM(0B) = 42H 
00001100 //MEM(0C) = 0CH 
01101000 //MEM(0D) = 68H 
01101000 //MEM(0E) = 68H 
01011100 //MEM(0F) = 5CH 
00010011 //MEM(10) = 13H 
01010100 //MEM(11) = 54H 
01000010 //MEM(12) = 42H 
01111100 //MEM(13) = 7CH 
01010011 //MEM(14) = 53H 
01100110 //MEM(15) = 66H 
00111010 //MEM(16) = 3AH 
00110111 //MEM(17) = 37H 
01101001 //MEM(18) = 69H 
00001010 //MEM(19) = 0AH 
00010001 //MEM(1A) = 11H 
00010110 //MEM(1B) = 16H 
00110010 //MEM(1C) = 32H 
01101010 //MEM(1D) = 6AH 
01100110 //MEM(1E) = 66H 
00000111 //MEM(1F) = 07H 
00110011 //MEM(20) = 33H 
01000011 //MEM(21) = 43H 
00110101 //MEM(22) = 35H 
01010100 //MEM(23) = 54H 
01010000 //MEM(24) = 50H 
00100101 //MEM(25) = 25H 
