//#1 
00000000 //MEM(00) = 00H 
00000000 //MEM(01) = 00H 
00000000 //MEM(02) = 00H 
00000000 //MEM(03) = 00H 
00000000 //MEM(04) = 00H 
00000000 //MEM(05) = 00H 
00000000 //MEM(06) = 00H 
00000000 //MEM(07) = 00H 
00000000 //MEM(08) = 00H 
01100111 //MEM(09) = 67H 
01000100 //MEM(0A) = 44H 
00101100 //MEM(0B) = 2CH 
01111000 //MEM(0C) = 78H 
01110000 //MEM(0D) = 70H 
01000110 //MEM(0E) = 46H 
01001111 //MEM(0F) = 4FH 
01001011 //MEM(10) = 4BH 
00011010 //MEM(11) = 1AH 
00100110 //MEM(12) = 26H 
00111100 //MEM(13) = 3CH 
00011101 //MEM(14) = 1DH 
01101100 //MEM(15) = 6CH 
00011000 //MEM(16) = 18H 
00011100 //MEM(17) = 1CH 
00010101 //MEM(18) = 15H 
00011101 //MEM(19) = 1DH 
00110111 //MEM(1A) = 37H 
00100111 //MEM(1B) = 27H 
01110110 //MEM(1C) = 76H 
00110111 //MEM(1D) = 37H 
00010111 //MEM(1E) = 17H 
01110011 //MEM(1F) = 73H 
01111101 //MEM(20) = 7DH 
00111000 //MEM(21) = 38H 
00001110 //MEM(22) = 0EH 
00100001 //MEM(23) = 21H 
00110100 //MEM(24) = 34H 
01001100 //MEM(25) = 4CH 
00100001 //MEM(26) = 21H 
01001101 //MEM(27) = 4DH 
01011011 //MEM(28) = 5BH 
00011100 //MEM(29) = 1CH 
00001111 //MEM(2A) = 0FH 
00100101 //MEM(2B) = 25H 
00101000 //MEM(2C) = 28H 
00110110 //MEM(2D) = 36H 
01000001 //MEM(2E) = 41H 
00001010 //MEM(2F) = 0AH 
00100001 //MEM(30) = 21H 
01100110 //MEM(31) = 66H 
00000011 //MEM(32) = 03H 
01110110 //MEM(33) = 76H 
01011101 //MEM(34) = 5DH 
00111110 //MEM(35) = 3EH 
01001010 //MEM(36) = 4AH 
00011110 //MEM(37) = 1EH 
00111010 //MEM(38) = 3AH 
01111011 //MEM(39) = 7BH 
01000101 //MEM(3A) = 45H 
01000010 //MEM(3B) = 42H 
00011101 //MEM(3C) = 1DH 
00111110 //MEM(3D) = 3EH 
01001111 //MEM(3E) = 4FH 
01010110 //MEM(3F) = 56H 
00110010 //MEM(40) = 32H 
00101111 //MEM(41) = 2FH 
01111110 //MEM(42) = 7EH 
00000100 //MEM(43) = 04H 
01110001 //MEM(44) = 71H 
01110100 //MEM(45) = 74H 
01100101 //MEM(46) = 65H 
00001100 //MEM(47) = 0CH 
00100001 //MEM(48) = 21H 
00101010 //MEM(49) = 2AH 
01010111 //MEM(4A) = 57H 
00010001 //MEM(4B) = 11H 
01011100 //MEM(4C) = 5CH 
00001101 //MEM(4D) = 0DH 
01010011 //MEM(4E) = 53H 
00111111 //MEM(4F) = 3FH 
01100011 //MEM(50) = 63H 
01011011 //MEM(51) = 5BH 
01110011 //MEM(52) = 73H 
01110010 //MEM(53) = 72H 
00101010 //MEM(54) = 2AH 
01011001 //MEM(55) = 59H 
00011001 //MEM(56) = 19H 
00000011 //MEM(57) = 03H 
01011111 //MEM(58) = 5FH 
01000000 //MEM(59) = 40H 
00111101 //MEM(5A) = 3DH 
01110011 //MEM(5B) = 73H 
01001110 //MEM(5C) = 4EH 
01001111 //MEM(5D) = 4FH 
01101110 //MEM(5E) = 6EH 
01100111 //MEM(5F) = 67H 
01001001 //MEM(60) = 49H 
00010111 //MEM(61) = 17H 
00011110 //MEM(62) = 1EH 
01110001 //MEM(63) = 71H 
00000011 //MEM(64) = 03H 
00111110 //MEM(65) = 3EH 
00010101 //MEM(66) = 15H 
01111101 //MEM(67) = 7DH 
01011011 //MEM(68) = 5BH 
01000000 //MEM(69) = 40H 
00111100 //MEM(6A) = 3CH 
00000111 //MEM(6B) = 07H 
01010111 //MEM(6C) = 57H 
00000101 //MEM(6D) = 05H 
00000000 //MEM(6E) = 00H 
00000000 //MEM(6F) = 00H 
00000000 //MEM(70) = 00H 
00000000 //MEM(71) = 00H 
00000000 //MEM(72) = 00H 
00000000 //MEM(73) = 00H 
00000000 //MEM(74) = 00H 
00000000 //MEM(75) = 00H 
00000000 //MEM(76) = 00H 
00000000 //MEM(77) = 00H 
00000000 //MEM(78) = 00H 
00000000 //MEM(79) = 00H 
00000000 //MEM(7A) = 00H 
00000000 //MEM(7B) = 00H 
00000000 //MEM(7C) = 00H 
00000000 //MEM(7D) = 00H 
00000000 //MEM(7E) = 00H 
00000000 //MEM(7F) = 00H 
